title,author,price,currency,seller_name,seller_city,seller_region,seller_country,about,binding,condition,edition,isbn,publisher,year_published,availability,searched,edmonton,signed
Polynesian Mythology,"Grey, George, Illustrated by Russell Clark",14.76,USD,BOPBooks,Tauranga,BOP,New Zealand,"Hardcover. Condition: G. Dust Jacket Condition: G+. Russell Clark (illustrator). Reprint. Hard Cover. G+. 22cm By 14.5cm. First published in England in the Maori language in 1854, there was an English edition plus a composite English/Maori edition one year later. Although regarded as a pivotal work on Maori mythology this 1956 illustrated edition was the first subsequent reprint. 25 legends, 250 pages including appendix, 16 b/w drawing by Russell Clark. Light blue front cover and spine (with black titles) few small, light marks, rear cover damp stained over two thirds but not softened or wrinked. Dealer stamp, right lower front pastedown, few foxing marks rear pastedown, text block otherwise excellent. Colour art DJ price clipped, few nicks, light edgewear, short tear lower back. ",Hardcover,UsedCondition,Reprint,,"Christchurch: Whitcombe and Tombs, 1956, Christchurch",1956.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology,"Grey, George",11.1,USD,GreatBookPrices,Columbia,MD,U.S.A.,Condition: As New. Unread book in perfect condition. ,Paperback,UsedCondition,,9781517119423,CreateSpace Independent Publishing Platform,2015.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology and Ancient Traditional History of the Maori as told by their Priests and Chiefs.,"Sir George Grey, W.W. Bird (Ed.), Russell Clark (Illust.)",21.74,USD,BoundlessBookstore,Wallingford,,United Kingdom,"Hardcover. Condition: Good. Light wear to boards, block skewed. Content is clean and bright, pen to prelims, 250pp with B&W illustrations. Good DJ with some edge wear and creasing/tears. ",Hardcover,UsedCondition,,,Whitcombe and Tombs,1956.0,InStock,abebooks - george grey - polynesian mythology,False,False
POLYNESIAN MYTHOLOGY.,"GREY,, Sir George.",15.36,USD,Grant's Bookshop,Cheltenham,VIC,Australia,c.250pp. 8vo. Original cloth and dustwrapper in very good condition. ,Hardcover,UsedCondition,,,"Christchurch, Whitcombe, 1965 reprint.",1965.0,InStock,abebooks - george grey - polynesian mythology,False,False
"Polynesian Mythology: The Myths, Legends, Songs and Ancient Traditional History of the New Zealanders and Pacific Islanders","Grey, Sir George J.",14.22,USD,GreatBookPrices,Columbia,MD,U.S.A.,Condition: As New. Unread book in perfect condition. ,Paperback,UsedCondition,,9781789871654,Pantianos Classics,1854.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology and Ancient Traditional History of the New Zealanders,"Grey, Sir George",13.37,USD,The Secret Bookshop,Tararua,,New Zealand,Hardcover. Condition: Good. Small inscription and an ownership stamp to the fep. Some light foxing. Wear along the spine and board edges. A good reading/reference copy only. ,Hardcover,UsedCondition,,,"Whitcombe & Tombs, Auckland",1929.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology,"GREY, Sir George",14.47,USD,The Secret Bookshop,Tararua,,New Zealand,Hardcover. Condition: Good. Dust Jacket Condition: Fair. Illustrated edition. Pen name to the fep and some edge wear to the jacket. ,Hardcover,UsedCondition,,,"Whitcombe & Tombs, Christchurch",1954.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology,George Grey,19.96,USD,Wonder Book,Frederick,MD,U.S.A.,"Condition: Fair. Acceptable condition. No Dust Jacket Former Library book. (new zealand, maori, folklore, mythology) A readable, intact copy that may have noticeable tears and wear to the spine. All pages of text are present, but they may include extensive notes and highlighting or be heavily stained. Includes reading copy only books. Bundled media such as CDs, DVDs, floppy disks or access codes may not be included. ",,UsedCondition,,,Whitcombe and Tombs Ltd,,InStock,abebooks - george grey - polynesian mythology,False,False
POLYNESIAN MYTHOLOGY and Ancient Traditional History of the Maori as Told by their Priests and Chiefs,"Grey, Sir George",20.94,USD,BOOK NOW,BENDIGO,VIC,Australia,"220x140: 250pp. black and white illustrations, index. Original cloth (Hardback) in dust jacket, Very Good/Good. Weight: 490g. . ",Hardcover,UsedCondition,,,Whitcombe and Tombs (1961),1961.0,InStock,abebooks - george grey - polynesian mythology,False,False
"Polynesian mythology, and ancient traditional history of the Maor i as told by their priests and chiefs",George Grey,11.55,USD,Book Express (NZ),Wellington,,New Zealand,Hardcover. Condition: Good. Dust Jacket Condition: Good. 250 pages. Dj chipped and foxed. Name on ffep whited out. ,Hardcover,UsedCondition,,9780723301134,Whitcombe and Tombs,1974.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology & Ancient Traditional History of the New Zealanders as Furnished By Their priests and Chiefs.,"Grey, Sir George.",17.45,USD,Lawrence Jones Books,Ashmore,QLD,Australia,"Hard Cover. Condition: Very Good. No Jacket. Reprint. xv, 247pp, appendix (music). Or green cloth, no jacket. Light foxing to prelims, bookseller stamp near front. Polynesian and Maori myhtology, legends and traditional history. Size: 8vo. ",Hardcover,UsedCondition,Reprint.,,"Whitcombe & Tombs Ltd., Auckland",1929.0,InStock,abebooks - george grey - polynesian mythology,False,False
"Polynesian Mythology: The Myths, Legends, Songs and Ancient Traditional History of the New Zealanders and Pacific Islanders","Grey, George J.",26.74,USD,GreatBookPrices,Columbia,MD,U.S.A.,Condition: As New. Unread book in perfect condition. ,Hardcover,UsedCondition,,9781789873849,Pantianos Classics,1900.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology & Ancient Traditional History of the New Zealanders,Sir George Grey,19.0,USD,Stefan's Book Odyssey,Weed,CA,U.S.A.,"Condition: Very Good. Light wear, clean pages, no dust jacket. ",,UsedCondition,,,"George Routledge & Sons, London",,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology. An ancient traditional history of the maori as told by their priests and chiefs.,"Grey, Sir George",28.67,USD,Allgäuer Online Antiquariat,Memmingen,DE,Germany,"8° , Leinen. Condition: Gut. 249 S., mit Abb. Buch in gutem Zustand, Stemp. a. V. Sprache: Deutsch Gewicht in Gramm: 300. ",Hardcover,UsedCondition,,,Whitcombe & Tombs LTD,1956.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology; and Ancient Traditional History of the Maori as Told by Their Priests and Chiefs,"GREY, Sir GEORGE & BIRD, W. W. (Ed) & CLARK, RUSSELL (Illus)",14.44,USD,Hard to Find Books NZ (Internet) Ltd.,Dunedin,OTAGO,New Zealand,"Octavo hardcover (VG) in d/w (VG) jacket affixed to boards; all our specials have minimal description to keep listing them viable. They are at least reading copies, complete and in reasonable condition, but usually secondhand; frequently they are superior examples. Ordering more than one book may reduce your overall postage costs. ",Hardcover,UsedCondition,,,Whitcombe and Tombs 1974,1974.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology & Ancient Traditional History of the New Zealanders,"Grey, Sir George",20.0,USD,Johanson Rare Books ABAA,Olney,MD,U.S.A.,"Very Good+ in green cloth with decorative & brightly gilt spine. 247pp. Interior is clean with bright text. With musical scores. As Furnished by Their Priests and Chiefs. From ""The New Universal Library."" Hardcover. 12mo. ",Hardcover,UsedCondition,,,"London: George Routledge & Sons, Limited",,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology & Ancient Traditional History of the New Zealanders,"Grey, George",36.01,USD,GreatBookPrices,Columbia,MD,U.S.A.,Condition: As New. Unread book in perfect condition. ,Hardcover,UsedCondition,,9781015576216,Legare Street Press,2022.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology,Sir George Grey,39.78,USD,Vedic Book Services,Southend-on-Sea,,United Kingdom,Hardcover. Condition: Near Fine. Dust Jacket Condition: Near Fine. 1961 reprint in excellent condition. ,Hardcover,UsedCondition,,,George Routledge & Sons,1885.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology,Grey Sir George,20.94,USD,Archive,Sth Hobart,TAS,Australia,"Cloth. Dust Jacket Condition: With Jacket. Reprint. Near Fine in a Very Good ++ jacket PP 249, index, 16 line drawings Size: 8vo - over 7¾"" - 9¾"" tall. ",Hardcover,UsedCondition,Reprint.,,"Whitcombe & Tombs, Christchurch",1969.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian mythology and ancient traditional history of the New Zealanders as furnished by their priests and chiefs,"Grey, George, Sir (1812-1898)",53.38,USD,MW Books,New York,NY,U.S.A.,"Near fine copy in the original gilt-blocked cloth. Panel edges very slightly dust-toned as with age. Corners sharp with an overall tight, bright and clean impression.; 8vo 8"" - 9"" tall; 247 pages; Physical desc. : xiv, 247p ; 17 cm. Subject: Mythology, Polynesian. Legends - New Zealand. 0 Kg. 1st edition - 3rd Reprint (Small Crown 8vo). ",Hardcover,UsedCondition,,,Auckland: Whitcombe & Tombs Limited,1929.0,InStock,abebooks - george grey - polynesian mythology,False,False
POLYNESIAN MYTHOLOGY,GREY SIR GEORGE,31.41,USD,Badger Books,Woollahra,NSW,Australia,HB BLUE CLOTH FINE PP250 DW NEAR FINE 8V0 Traditional tales and history originally published in Maori in 1854. ,Hardcover,UsedCondition,,,WHITCOMBE AND TOMBS REPRINT 1961,1961.0,InStock,abebooks - george grey - polynesian mythology,False,False
"Polynesian Mythology & Ancient Traditional History of the New Zealanders, as furnished by their Priests and Chiefs",Sir George Grey,46.4,USD,Anne Godfrey,Pwllheli,,United Kingdom,"Hardcover. Condition: Very Good. No Jacket. Reprint. Reprint edition small 8vo. Green with gilt to spine, minor abraded bumps to extremities, small pale spots/ patches, slight forward lean to spine, sound binding, tanned fep, very good internal condition. ",Hardcover,UsedCondition,Reprint,,"Whitcombe& Tombs, New Zealland",1929.0,InStock,abebooks - george grey - polynesian mythology,False,False
"Polynesian mythology, and ancient traditional history of the Maori as told by their priests and chiefs","Grey, George",39.76,USD,Phatpocket Limited,Waltham Abbey,HERTS,United Kingdom,Condition: Good. 1974 In dust wrapper. Name to endpaper. Your purchase helps support Sri Lankan Children's Charity 'The Rainbow Centre'. Shows some signs of wear but in good overall condition. Our donations to The Rainbow Centre have helped provide an education and a safe haven to hundreds of children who live in appalling conditions. ,Hardcover,UsedCondition,,,Whitcombe and Tombs,,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology: Ancient Traditional History of the New Zealanders (Forgotten Books),"Grey, Sir George J.",4.79,USD,HPB Inc.,Dallas,TX,U.S.A.,"Paperback. Condition: Very Good. Connecting readers with great books since 1972! Used books may not include companion materials, and may have some shelf wear or limited writing. We ship orders daily and Customer Service is our top priority!. ",Paperback,UsedCondition,,9781605069548,Forgotten Books,2008.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology and Ancient Traditional History of the Maori as Told by Their Priests and Chiefs,George Grey,62.04,USD,Bayside Books,Ogden,UT,U.S.A.,"Hardcover. Condition: GOOD. Spine creases, wear to binding and pages from reading. May contain limited notes, underlining or highlighting that does affect the text. Possible ex library copy, will have the markings and stickers associated from the library. Accessories such as CD, codes, toys, may not be included. ",Hardcover,UsedCondition,,,Taplinger Pub. Co,,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian mythology and ancient traditional history of the New Zealanders as furnished by their priests and chiefs,"Grey, George, Sir (1812-1898)",55.05,USD,MW Books Ltd.,Galway,,Ireland,"Near fine copy in the original gilt-blocked cloth. Panel edges very slightly dust-toned as with age. Corners sharp with an overall tight, bright and clean impression.; 8vo 8"" - 9"" tall; 247 pages; Physical desc. : xiv, 247p ; 17 cm. Subject: Mythology, Polynesian. Legends - New Zealand. 0 Kg. 1st edition - 3rd Reprint (Small Crown 8vo). ",Hardcover,UsedCondition,,,Auckland: Whitcombe & Tombs Limited,1929.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology & Ancient History of the New Zealanders,"Grey, Sir George",39.78,USD,Camilla's Bookshop,Eastbourne,SX,United Kingdom,"Hardback. Condition: Very Good. No Jacket. Reprint. Bound in clean green cloth, with bright gilt lettering to spine, this hardcover Reprint is VG .X1V/247pp with 22 chapters and appendix on Native songs of New Zealand. Name on free front endpaper, otherwise Vg. ",Hardcover,UsedCondition,Reprint,,"Whitcombe & Tombs, Auckland, New Zealand",1929.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology And Ancient Traditional History Of The New Zealand Race As Furnished By Their Priests And Chiefs,"GREY, SIR GEORGE",64.17,USD,Hard to Find Books NZ (Internet) Ltd.,Dunedin,OTAGO,New Zealand,"FIRST EDITION, Octavo hardcover, green buckram boards, gilt lettering to spine, gilt motif to front board, decorative tooling to front board,frontispiece, illus titlepage, xiii + 329pp., illus, tatty (top half of spine fulle removed, heavy splitting and cracking to remaining spine, binding exposed w/ heavy tanning and scuffing, heavy scuffing to board extrems, heavy fading to boards and spine, moderate soiling to boards and spine, heavy tanning to page edges, heavy foxing to eps and page interiors, moderate tanning to page interiors). ",Hardcover,UsedCondition,,,John Murray 1855,1855.0,InStock,abebooks - george grey - polynesian mythology,False,False
"Polynesian Mythology & Ancient Traditional History of the New Zealanders (Myths, Legend and Folk Tales from Around the World)",George Grey,99.44,USD,Bahamut Media,Reading,,United Kingdom,"Paperback. Condition: Very Good. Shipped within 24 hours from our UK warehouse. Clean, undamaged book with no damage to pages and minimal wear to the cover. Spine still tight, in very good condition. Remember if you are not happy, you are covered by our 100% money back guarantee. ",Paperback,UsedCondition,,9781907256318,Abela Publishing 01/r /07 M,2010.0,InStock,abebooks - george grey - polynesian mythology,False,False
Polynesian Mythology,Sir George Grey,97.6,USD,Phatpocket Limited,Waltham Abbey,HERTS,United Kingdom,"Condition: Good. Date not specified. Your purchase helps support Sri Lankan Children's Charity 'The Rainbow Centre'. Ex-library, so some stamps and wear, but in good overall condition. Our donations to The Rainbow Centre have helped provide an education and a safe haven to hundreds of children who live in appalling conditions. ",,UsedCondition,,,George Routledge & Sons,,InStock,abebooks - george grey - polynesian mythology,False,False
